Artist,Title,Location,Date,Sold,Selling Price,low_estimate,high_estimate,Category,Auction Name,Image
Melchior De Hondecoeter,"A Peacock, Pea-Hen, Pheasant, Turkey, Cockerel And Chick By A Wall, A Landscape Beyond",New York,2021,True,252000.0,200000.0,300000.0,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/28af402/2147483647/strip/true/crop/2000x1557+0+0/resize/2048x1594!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F49%2F0d%2Ff0e817364470a019806165f5efc1%2F047n10687-bkbn8-03-a.jpg
Melchior De Hondecoeter,"Exotic Fowl, Including A Peacock And Peahen, Flamingo, African Crane, Pheasant, And Lapwing, Shoveller, Pelican And Tufted Duck",New York,2021,True,151200.0,150000.0,200000.0,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/da21ac9/2147483647/strip/true/crop/2000x1527+0+0/resize/2048x1564!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F52%2F96%2F4a38988a48dbbb7b16b4f9eab89a%2F046n10687-bkhsn-03-a.jpg
Nelson Shanks,"Diana, Princess Of Wales",New York,2022,True,201600.0,15000.0,20000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/d07cb91/2147483647/strip/true/crop/1591x2000+0+0/resize/2048x2574!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff6%2Fca%2Fbf9179dc496c81d8d73785ab3bad%2F005n10902-c2hbr-03.jpg
Nelson Shanks,Gramercy Studio,New York,2022,True,44100.0,15000.0,20000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/fc41e58/2147483647/strip/true/crop/2000x1781+0+0/resize/2048x1824!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F07%2F5f%2F481b8b48479baee209ac530d653c%2F051n10902-c2hch-01-a.jpg
Nelson Shanks,Luciano Pavarotti (A Sketch),New York,2022,True,20160.0,15000.0,20000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/1d2eec5/2147483647/strip/true/crop/1622x2000+0+0/resize/2048x2525!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F7f%2F8f%2F2b3883234af0b6e5dbd2bf663eac%2F008n10902-c2hc3-03.jpg
Nelson Shanks,Renée Fleming (A Sketch),New York,2022,True,15120.0,15000.0,20000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/bea0188/2147483647/strip/true/crop/1527x2000+0+0/resize/2048x2682!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F7b%2F07%2F015674c74b828b29fbfcdf6dedc3%2F010n10902-c2hc2-01.jpg
Nelson Shanks,Ronald Reagan (A Sketch),New York,2022,True,25200.0,15000.0,20000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/ac0c642/2147483647/strip/true/crop/1836x2000+0+0/resize/2048x2231!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F27%2F7c%2F5e0d33884a93a2c47a5bc78215e5%2F011n10902-c2h5p-01.jpg
Nelson Shanks,William Jefferson Clinton (A Sketch),New York,2022,True,32760.0,15000.0,20000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/4e9ef40/2147483647/strip/true/crop/1580x2000+0+0/resize/2048x2592!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F0b%2Ff3%2F475cdc834dd49e635015db3b5d93%2F050n10902-c2h5n-01-a.jpg
Nicolas Poussin ,"Narcissus Gazing At His Reflection And Cupid Shooting An Arrow, In A Landscape",New York,2020,True,680000.0,400000.0,600000.0,Old Masters,Master Paintings Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/8a161d0/2147483647/strip/true/crop/1538x2000+0+0/resize/2048x2663!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F2f%2F3e%2Fd2e7361241ba95ce7abb6e5ef837%2F062n10308-bfkjv-web.jpg
Nicolas Poussin ,The Baptism Of Christ,London,2019,True,2381738.28,1968378.75,2624504.99,Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/355fb55/2147483647/strip/true/crop/1499x2000+0+0/resize/2048x2732!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc8%2Fbd%2Ffb208f114a559db96ffc8f365e8c%2F020l19036-b89mg.jpg
Pavel Tchelitchew,Acrobates Dans Un Intérieur,Paris,2021,True,4196.18,1665.15,2220.2,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/d89cfb9/2147483647/strip/true/crop/1368x2000+0+0/resize/2048x2994!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbd%2Fd4%2Fbcddbc9c47aabcda48434c8443e6%2F0760pf2137-blnqf-01.jpg
Pavel Tchelitchew,Jeune Page Portant À Bout De Bras Une Hure De Sanglier Sur Un Plateau,Paris,2021,True,4196.18,2220.2,3330.3,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/0fb9173/2147483647/strip/true/crop/1307x2000+0+0/resize/2048x3134!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb8%2Fed%2F11dc750a444c8caf94d274a56510%2F0771pf2137-blp2t-01.jpg
Pieter Brueghel The Younger ,A Village Scene With Peasants Carousing,London,2020,True,728300.14,393675.75,524901.0,Old Masters,Rembrandt to Richter,https://sothebys-md.brightspotcdn.com/dims4/default/9ccaec7/2147483647/strip/true/crop/1371x2000+0+0/resize/2048x2988!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd8%2Fd9%2F1542141f445abf1408183f26bb42%2F001l20022-bkrlf-01.jpg
Pieter Brueghel The Younger ,"Head Of A Peasant, Wearing A Black Cap",London,2019,True,131225.25,78735.15,104980.2,Old Masters,Old Masters Day Sale,https://sothebys-md.brightspotcdn.com/dims4/default/2da349d/2147483647/strip/true/crop/1956x2000+0+0/resize/2048x2094!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd3%2F7f%2Fc8d3783e4fc8b166a57035e583ab%2F093l19037-bdfzc-cut-out.jpg
Pieter Brueghel The Younger ,St. George'S Kermis With The Dance Around The Maypole,New York,2020,True,1940000.0,1000000.0,1500000.0,Old Masters,Master Paintings Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/bbee90c/2147483647/strip/true/crop/2000x1430+0+0/resize/2048x1464!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fce%2F3d%2F47f23c4d451194c15309c0f1c1fe%2F274n10308-bd7h7.jpg
Rachel Ruysch,Still Life Of A Tulip And Other Flowers With A Melon Upon A Ledge,London,2021,True,511909.7,131225.25,196837.87,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/906ba76/2147483647/strip/true/crop/2000x1921+0+0/resize/2048x1967!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8a%2Fcc%2Ff574eba84015ab7f146c5b43400a%2Fl21036-c3c46-cs-01-t1.jpg
Rachel Ruysch,"Still Life Of Carnations, Hibiscus, Morning Glories, And Other Other Flowers On A Ledge, With A Butterfly",New York,2022,True,365400.0,80000.0,120000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/86e46d9/2147483647/strip/true/crop/1599x2000+0+0/resize/2048x2562!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F73%2F19%2F2449760c4e868e577c8779cdc0c3%2F004n10901-btkv4-t1-05.jpg
Rachel Ruysch,"Still Life With Flowers In A Vase On A Ledge With A Dragonfly, Caterpillar, And Butterfly",New York,2021,True,2198000.0,1000000.0,1500000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/e5ac32d/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F6c%2F09%2Fe73f324a42ad82db20deae82bd1a%2Fn10607-32-web.jpg
Richard Parkes Bonington,"Corso Sant'Anastasia, Verona",New York,2021,True,453600.0,300000.0,500000.0,Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/dda29b2/2147483647/strip/true/crop/1657x2000+0+0/resize/2048x2472!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc9%2F4c%2F3337ed5a4ef195ae6cd13be1e71d%2F012n10762-byf3p-04.jpg
Richard Parkes Bonington,Study Of A Sixteenth-Century Half Suit Of Armor,New York,2021,True,32760.0,30000.0,50000.0,Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/16f4e54/2147483647/strip/true/crop/1668x2000+0+0/resize/2048x2456!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F60%2Fbd%2F16bca0ec4200883325b283d99a07%2F013n10762-byf4q-04.jpg
Richard Parkes Bonington,"The Palazzi Manolesso-Ferro, Contarini-Fasan And Venier-Contarini On The Grand Canal, Venice",New York,2021,True,7387800.0,2000000.0,3000000.0,Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/17c623a/2147483647/strip/true/crop/2000x1588+0+0/resize/2048x1626!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd6%2F5b%2F9a5302574804af08cb7a4e6fe0bf%2F025n10762-byf3l-01.jpg
Richard Parkes Bonington,View Of Lerici With Baron Charles Rivet Sketching In The Foreground,New York,2021,True,2682000.0,1000000.0,1500000.0,Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/b23be3e/2147483647/strip/true/crop/2000x1557+0+0/resize/2048x1594!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F09%2Fc3%2F2c8652e946a78fe1147c832a50b1%2F009n10762-byf3j-03.jpg
"Richard Wilson, R.A.","An Italian River Scene, With The Temple Of Clitumnus And Ruins, Two Figures And Cows",New York,2021,True,52920.0,40000.0,60000.0,Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/82c3491/2147483647/strip/true/crop/2000x1313+0+0/resize/2048x1345!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F0c%2F4e%2F18314a5e4c75a574dc8cf30c6224%2F027n10762-byf4f-01-a.jpg
"Richard Wilson, R.A.",The Destruction Of Niobe'S Children,New York,2021,True,50400.0,20000.0,30000.0,Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/8e210c9/2147483647/strip/true/crop/2000x1503+0+0/resize/2048x1539!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5b%2Fe7%2F4d8c8a0341c58420e5db4d14d4d5%2F070n10762-byf4g-04.jpg
Roger De La Fresnaye,Autoportrait,Paris,2021,True,22379.62,3330.3,5550.5,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/8d7012a/2147483647/strip/true/crop/1332x2000+0+0/resize/2048x3075!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3a%2Fc4%2F75aebc2d4d1783718d557f8ba674%2F0178pf2137-blnkf-01.jpg
Roger De La Fresnaye,Etudes Pour L'Autoportrait,Paris,2021,True,4196.18,888.08,1332.12,Old Masters,"Collection Pierre Le-Tan, Session I",https://sothebys-md.brightspotcdn.com/dims4/default/21de736/2147483647/strip/true/crop/1399x2000+0+0/resize/2048x2928!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F63%2Fb3%2Fd201c4f5497db8c1c66737244229%2F0757pf2137-blnqd-01.jpg
Rudolf Ernst,A Bashi-Bazouk,London,2022,True,69444.4,13122.52,19683.79,Old Masters,The Orientalist Sale,https://sothebys-md.brightspotcdn.com/dims4/default/00cb20c/2147483647/strip/true/crop/1509x2000+0+0/resize/2048x2714!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Feb%2F68%2Fe85135564015b2fccebaf193eaff%2F021l22100-c38mx-t2-02-a.jpg
Rudolf Ernst,The Guard,London,2022,True,115740.67,52490.1,78735.15,Old Masters,The Orientalist Sale,https://sothebys-md.brightspotcdn.com/dims4/default/cdffc0d/2147483647/strip/true/crop/1438x2000+0+0/resize/2048x2848!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F1c%2Fb3%2F76565e714fb79bc28426d56e9bfc%2Fl22100-c38l9-01a-t2.jpg
Salomon Van Ruysdael,"A River Landscape With Sailing Boats, Possibly A View On The Wijkermeer  ，",London,2020,True,82671.91,104980.2,157470.3,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/8081590/2147483647/strip/true/crop/2000x1470+0+0/resize/2048x1505!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbf%2Fea%2F2b81f9044668b5547fec3021b579%2Fl20036-bfx2t-01.jpg
Salomon Van Ruysdael,"Fishermen On The Beach At Egmond-Aan-Zee, With Boats, Figures And Their Catch On The Shore ，",London,2021,True,330687.63,262450.5,393675.75,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/37c2273/2147483647/strip/true/crop/2000x1258+0+0/resize/2048x1288!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fdb%2F5c%2F1d4542984beeb7fe8624301fcafd%2Fl21036-c3c48-cs-01-t1.jpg
Salomon Van Ruysdael,River Landscape With Fishermen Tending Their Nets Along A Bank,New York,2021,True,478800.0,200000.0,300000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/ced4991/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff2%2F3d%2F889a5d594de0861959c627e49c05%2Fn10607-6-web-addl.jpg
Sano Di Pietro,Madonna And Child,New York,2022,True,239400.0,200000.0,300000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/d0b021e/2147483647/strip/true/crop/1718x2000+0+0/resize/2048x2384!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F66%2F37%2Fc7dfc5484e43a79647d82a642cf6%2F116n10901-c4rhb-01-a.jpg
Sano Di Pietro,Nativity,New York,2021,True,504000.0,400000.0,600000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/076b80b/2147483647/strip/true/crop/1593x2000+0+0/resize/2048x2571!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5e%2Ff5%2F00c923114c21a42c1815f88fa000%2F344n10607-7c4j3.jpg
Sir Anthony Van Dyck,"Family Portrait Of The Painter Cornelis De Vos And His Wife Suzanna Cock And Their Two Eldest Children, Magdalena And Jan-Baptist",London,2021,True,3195334.83,1312252.5,1968378.75,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/f949857/2147483647/strip/true/crop/2000x2008+0+0/resize/2048x2056!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F17%2Fdb%2Fa78afe0c4bdca0dbdacfa6bbbb48%2Fl21033-bxrdq-01.jpg
Sir Anthony Van Dyck,Head Study Of Saint Anthony Of Padua,New York,2022,True,163800.0,100000.0,150000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/ee1e8d2/2147483647/strip/true/crop/1581x2000+0+0/resize/2048x2591!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3f%2F6b%2F66b924bc410c8da5b93090f55f93%2F020n10902-92b7s-03.jpg
Sir Anthony Van Dyck,Portrait Of Jacob De Witte; Portrait Of Maria Nutius ；,London,2021,True,8100272.21,5249009.99,7873514.98,Old Masters,Old Masters Evening Sale,https://sothebys-md.brightspotcdn.com/dims4/default/4f05206/2147483647/strip/true/crop/2000x1260+0+0/resize/2048x1290!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5e%2F66%2F53a830af4ca983397ad9d59ae307%2Fl21036-c26t2-01a-t1-group-a-01-group.jpg
"Sir David Wilkie, R.A.",Nelson Sealing The Copenhagen Letter,New York,2021,True,22680.0,20000.0,30000.0,Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/a13e72d/2147483647/strip/true/crop/2000x1593+0+0/resize/2048x1631!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F19%2Fd5%2Fe2da6f424e46ad4b5a42fd427979%2F034n10762-bykt9-01-a.jpg
"Sir David Wilkie, R.A.","Sketch For ""A Whisky Still At Lochgilphead""",New York,2021,True,27720.0,20000.0,30000.0,Old Masters,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen",https://sothebys-md.brightspotcdn.com/dims4/default/d28ca3e/2147483647/strip/true/crop/2000x1385+0+0/resize/2048x1418!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc5%2F66%2Fb028e33140388af964830da6a6d3%2F032n10762-byf4c-01-a.jpg
